	S1_1	S1_2	S5_1	S5_2	log2FC	mean
RLTR6_FL191	0.1798594984792345	0.19007842937499791	0.516203958766586	0.5239402688180149	0.5745606209545142	0.39692855527866955
MMVL30_FL91	0.83042958103968	1.0077217673172731	1.4541558105550603	1.7558032438545645	0.5688546767056755	1.1233930158944507
RLTR6_FL211	0.83042958103968	1.0077217673172731	1.4541558105550603	1.7558032438545645	0.5688546767056755	1.1233930158944507
MMVL30_FL49	0.5534846888185483	0.4100362235267926	0.8255184383673982	1.062929592734229	0.556851574560528	0.6817641036014992
RLTR6_FL47	9.628574238166356	9.605211763270614	14.70653740482873	13.729116111259225	0.5407983660805586	9.642047576721096
MMVL30_FL21	9.628574238166356	9.605211763270614	14.70653740482873	13.729116111259225	0.5407983660805586	9.642047576721096
MMVL30_FL1	0.045202830911225435	0.024226230279301965	0.26613409854224973	0.2678948591543448	0.5204849298087062	0.22478858973916563
RLTR6_FL38	1.3604884475410235	0.974061129129574	1.8357501890206132	1.8473038227652048	0.489957778764887	1.3015122734442603
MMVL30_FL15	1.3604884475410235	0.974061129129574	1.8357501890206132	1.8473038227652048	0.489957778764887	1.3015122734442603
MMVL30_FL57	3.098508129274986	2.6796430773850024	4.058297388275935	4.41734889452299	0.48333252434805185	2.9474260027613934
RLTR6_FL111	3.098508129274986	2.6796430773850024	4.058297388275935	4.41734889452299	0.48333252434805185	2.9474260027613934
RLTR6_FL171	4.832791641674304	4.290628521873737	6.199266396427084	6.716139895388738	0.45898624996864035	4.499562541066501
MMVL30_FL78	4.832791641674304	4.290628521873737	6.199266396427084	6.716139895388738	0.45898624996864035	4.499562541066501
RLTR6_FL54	3.2821305257985585	2.9242778585402336	4.073419196058346	4.559120644058957	0.4186358368298464	3.051516812257188
MMVL30_FL31	3.2821305257985585	2.9242778585402336	4.073419196058346	4.559120644058957	0.4186358368298464	3.051516812257188
MMVL30_FL28	0.5773482253944204	0.5074798482748593	0.8024436004805287	0.9791039379079792	0.4159593463154935	0.6564669916746563
RLTR6_FL27	3.858869330725915	3.508092450833729	4.945599246040619	5.091012990561246	0.3995216446854666	3.560619132569395
MMVL30_FL9	3.858869330725915	3.508092450833729	4.945599246040619	5.091012990561246	0.3995216446854666	3.560619132569395
MMVL30_FL24	5.293798495737663	4.060072459055106	5.708806226067019	6.742540995765062	0.37758043094019816	4.436559721513009
RLTR6_FL87	5.106498948110025	4.555741225039892	6.430462256797963	6.174313865116536	0.35160263090735994	4.523723785194355
MMVL30_FL43	5.106498948110025	4.555741225039892	6.430462256797963	6.174313865116536	0.35160263090735994	4.523723785194355
RLTR6_FL131	0.777337909543162	0.5948433400566688	0.9455088391649035	1.0512407149721397	0.3371842741627956	0.741223015579934
MMVL30_FL64	0.777337909543162	0.5948433400566688	0.9455088391649035	1.0512407149721397	0.3371842741627956	0.741223015579934
MMVL30_FL37	0.06494123831230338	0.06413064374118482	0.25911817525853725	0.1666493807532111	0.33660145944204684	0.17828817950145667
RLTR6_FL129	2.2391464438644717	2.7039688100505366	3.5479849828731345	2.8392478852028225	0.3138146973274496	2.328832563863683
MMVL30_FL63	2.2391464438644717	2.7039688100505366	3.5479849828731345	2.8392478852028225	0.3138146973274496	2.328832563863683
MMVL30_FL88	2.030931752593648	1.4933278675629396	2.2209978598039277	2.401549173957679	0.31354210516516084	1.6920697518166707
MMVL30_FL33	2.3023001929870865	2.3111956831165874	3.227488548700612	2.702144657397761	0.30387948334521264	2.169401713109452
RLTR6_FL63	2.3023001929870865	2.3111956831165874	3.227488548700612	2.702144657397761	0.30387948334521264	2.169401713109452
RLTR6_FL212	2.003587621014426	2.4199393632503536	2.524837076379148	3.165405712951919	0.30282720875010594	2.0833193964691903
MMVL30_FL92	2.003587621014426	2.4199393632503536	2.524837076379148	3.165405712951919	0.30282720875010594	2.0833193964691903
RLTR6_FL233	0.0	0.0	0.0	0.22968433967658453	0.29828802285796646	0.10559447250691019
RLTR6_FL310	2.7064756989298067	2.217890154525799	3.361518131179813	2.8751779194121614	0.2886704424510809	2.2899464692997324
MMVL30_FL105	2.7064756989298067	2.217890154525799	3.361518131179813	2.8751779194121614	0.2886704424510809	2.2899464692997324
RLTR6_FL121	0.0	0.0	0.15630229680761554	0.04236354817054012	0.26142953116039225	0.09201907522770958
RLTR6_FL88	5.378533812993776	5.346426860451038	6.508776674925069	6.47748251879061	0.2544270627879844	4.793129385989696
MMVL30_FL44	5.378533812993776	5.346426860451038	6.508776674925069	6.47748251879061	0.2544270627879844	4.793129385989696
MMVL30_FL11	0.05237041404398338	0.15335127002400528	0.18172530802853595	0.24481764407058962	0.2426262566663858	0.1749781785667
RLTR6_FL174	2.8756384756482616	3.792212743567757	4.534723224362432	3.421216157050168	0.22402241890217672	2.969562603906159
MMVL30_FL81	2.8756384756482616	3.792212743567757	4.534723224362432	3.421216157050168	0.22402241890217672	2.969562603906159
RLTR6_FL78	0.08118137682273621	0.0	0.0	0.2133289626787814	0.16636218582832313	0.09217450506596815
RLTR6_FL50	0.8032499467539822	0.5753292452485181	0.8346304310915973	0.7965252556794001	0.14559655706369184	0.631066287167438
RLTR6_FL227	3.1561177914730414	2.204479076088436	3.242177589754996	2.7682012470579274	0.14033025684316702	2.302261192243514
MMVL30_FL93	3.1561177914730414	2.204479076088436	3.242177589754996	2.7682012470579274	0.14033025684316702	2.302261192243514
RLTR6_FL220	0.0	0.050640204884636573	0.09097580418620312	0.0567043898251135	0.1274519865564795	0.06515447709048654
MMVL30_FL100	1.7143456708223428	2.0125459551763023	1.9998293450824751	2.158100701864016	0.12590041885576245	1.6021444183601798
RLTR6_FL324	3.9770764590238508	3.698179285713873	4.583051499986979	3.754037228087913	0.10606650406289125	3.223682195375101
MMVL30_FL110	3.9770764590238508	3.698179285713873	4.583051499986979	3.754037228087913	0.10606650406289125	3.223682195375101
RLTR6_FL321	1.3869281966731666	1.5020813686253132	1.8262696594991936	1.3532247733606475	0.10392565593133837	1.234485930817932
MMVL30_FL107	1.3869281966731666	1.5020813686253132	1.8262696594991936	1.3532247733606475	0.10392565593133837	1.234485930817932
RLTR6_FL32	0.09953670833109454	0.08493027844301607	0.10288067465820659	0.17005535370928107	0.10392192952618326	0.11226498893355633
RLTR6_FL204	0.029641744410216424	0.08341584468033998	0.08048813195710772	0.11558260435401047	0.10377447488090355	0.08258056005651562
RLTR6_FL207	0.12184018366699063	0.14620562352753247	0.14366577772118644	0.2029465619408285	0.08672772743191648	0.1402771748576909
RLTR6_FL264	0.024236582219600677	0.11073551279510938	0.05688855967977468	0.14811118873311024	0.08637601810230026	0.08526957230597906
RLTR6_FL201	0.0	0.04602071580498718	0.10720800161361695	0.0	0.08201485068241923	0.04704871362020467
RLTR6_FL262	0.03852433231650813	0.050652949088951994	0.06536925505260663	0.08451837676814732	0.07825409107639304	0.06346380086052142
RLTR6_FL107	0.014330436031072945	0.06436043998571161	0.07718154135786945	0.0588945541511946	0.07477798502682771	0.057908991310535264
RLTR6_FL74	0.06673196065552243	0.07573624464943216	0.1496366084955887	0.04854456281423288	0.06869205183110454	0.08186828568917615
RLTR6_FL136	0.0	0.005832358701608971	0.0	0.05472087812317959	0.06847138156684057	0.025804923678325827
RLTR6_FL194	0.0	0.0	0.041036847392767715	0.005665144728740969	0.0658507491586545	0.022510548256032638
MMVL30_FL109	4.111983921588878	3.8708303738654246	4.718227542751864	3.6667027689927996	0.06317852340676838	3.286184626121147
RLTR6_FL323	4.111983921588878	3.8708303738654246	4.718227542751864	3.6667027689927996	0.06317852340676838	3.286184626121147
RLTR6_FL135	0.014035480347521995	0.01059543384307342	0.015923792636668575	0.04972096630443128	0.05662225931984686	0.029379586490308425
RLTR6_FL302	0.014283171865029287	0.0	0.04781868340981759	0.006072023951045795	0.055264775265809134	0.02468773089834036
RLTR6_FL224	0.12330009573905586	0.0	0.16470868910094477	0.0	0.05222575752340612	0.06804690847268136
RLTR6_FL213	0.06117852217594256	0.10546058692201432	0.014350892617835006	0.1945723699237667	0.0513643278058108	0.08538533988907387
RLTR6_FL287	0.0	0.0	0.03549886715673182	0.0	0.05032597524045363	0.01716496847943709
RLTR6_FL193	0.016294883801293493	0.047856716507224624	0.026271117543121753	0.07483361437958921	0.04924800428124071	0.04290086730249396
RLTR6_FL293	0.0	0.01766127595807066	0.0	0.05008571811831824	0.045249652708141845	0.022599329356906152
MMVL30_FL45	4.045610478142781	3.5526962143577796	4.279230012531169	3.5821951782145693	0.043486176699010705	3.100643611989062
RLTR6_FL89	4.045610478142781	3.5526962143577796	4.279230012531169	3.5821951782145693	0.043486176699010705	3.100643611989062
RLTR6_FL17	0.08627333907987081	0.07576413251276477	0.04589945023212958	0.15123452040789714	0.04292802127001075	0.0804198927005346
RLTR6_FL305	4.001739782197109	3.9085912088507198	4.490949773809112	3.68304413668962	0.042070925419487606	3.22527916539321
MMVL30_FL103	4.001739782197109	3.9085912088507198	4.490949773809112	3.68304413668962	0.042070925419487606	3.22527916539321
RLTR6_FL195	0.05042939792953091	0.06333398150815865	0.08632834998418684	0.060249642314490696	0.04189173028435176	0.06044662040414378
RLTR6_FL299	0.0	0.02019365036118408	0.043792498925830356	0.006343905620495607	0.04173370831393252	0.022412752644288512
RLTR6_FL141	0.010500317637374681	0.06850848473155098	0.025195340978677008	0.08405624710016636	0.03987998448555228	0.04562807498666426
RLTR6_FL283	0.0	0.008286781326225085	0.035503578978759526	0.0	0.03842650508601498	0.01644337307819992
RLTR6_FL192	0.016459478587165146	0.05116916130205704	0.026271117543121753	0.06928545373202584	0.037254070301513495	0.04008785629317666
RLTR6_FL170	0.054739658272009536	0.022714200026635434	0.005435133161653584	0.09965129393059642	0.03653311739598433	0.04381468055737586
RLTR6_FL237	0.016938870246924028	0.027039710043081595	0.02869779407243153	0.038998096799363106	0.03240867446190915	0.028816629124741883
RLTR6_FL249	0.024236582219600677	0.1560270347577684	0.11929517826613258	0.08496453215678533	0.02903742924519271	0.08271215132909594
RLTR6_FL167	0.08657946922714499	0.18898699552332182	0.17736226519766032	0.12240943583152494	0.027120168640046505	0.12049166688393972
RLTR6_FL301	0.01253558377801394	0.0	0.02031674631919711	0.010739325943267562	0.026150183537835475	0.013948367915662818
RLTR6_FL285	0.0	0.008295590022824845	0.025925931827900987	0.0	0.025007938712219017	0.011845892112588968
RLTR6_FL303	0.0	0.0	0.0	0.016947290729038264	0.024244904982542254	0.008238439142316104
RLTR6_FL150	0.0109179719089653	0.06974232810444554	0.03848772106775597	0.060169538741654156	0.023828298698491353	0.04062917170426246
RLTR6_FL46	0.10601443787213086	0.08317278164043988	0.08532881761083798	0.12284510850298161	0.022852293438255976	0.08404268781292926
RLTR6_FL163	0.028128708333688305	0.01695028709190753	0.02379701961072358	0.03792649732305672	0.022796126464040938	0.025919727764683414
RLTR6_FL274	0.0796886951759177	0.10821086823236978	0.11129489616117484	0.09552225508751014	0.02279424346745698	0.08350219162488588
RLTR6_FL320	0.023995728733249202	0.010112912123986252	0.0	0.050026227178765356	0.022037603927635877	0.021234494392727336
RLTR6_FL311	0.02648574153109257	0.018359955667581473	0.05959441670651768	0.0	0.02022224603587114	0.024932471988212572
RLTR6_FL138	0.0	0.0	0.0	0.010518407107840676	0.015095601382500452	0.005122801698068226
RLTR6_FL232	0.0	0.05917933806595721	0.03356227787741779	0.03651105480665901	0.01476278449043983	0.02880309104809477
RLTR6_FL289	0.0	0.0	0.00961666459657029	0.0	0.013807628559499028	0.004684858631213863
RLTR6_FL234	0.027211875989093793	0.04249192332798231	0.01698467842418782	0.06238654459064657	0.012979759347540164	0.03241095633589013
RLTR6_FL236	0.01177238923487135	0.04526177115967881	0.026884122320460304	0.03876540375282603	0.011711036995535842	0.026878944692674468
RLTR6_FL288	0.009344534621046252	0.008288981746120524	0.02590527920031636	0.0	0.011679441976265545	0.011043647508749737
RLTR6_FL36	0.09827079689918597	0.07635996984574643	0.1550972055562911	0.028891799551127858	0.01144835219777522	0.07401362481002532
RLTR6_FL176	0.0750574416130129	0.0	0.020731529584655673	0.06196385295626541	0.010213649496551196	0.03359329473009704
RLTR6_FL296	0.008516465696609682	0.0	0.0	0.01479617386918377	0.00895534654599498	0.006453597222357686
RLTR6_FL65	0.09588290381984647	0.04837979715002045	0.03228123463054287	0.11610616957265409	0.00519110640281064	0.0595682423151749
RLTR6_FL137	0.029219418591376747	0.03436849833361221	0.0	0.06578071780713637	0.0029713446746680453	0.02646799588135868
RLTR6_FL284	0.016179173579414792	0.008288981746120524	0.02590527920031636	0.0	0.0020223943520735962	0.010479165775585055
RLTR6_FL286	0.016174878603683596	0.008286781326225085	0.025898402301139215	0.0	0.0020218706669614824	0.010476386579601876
RLTR6_FL56	0.015046265532690176	0.014259643357256067	0.0	0.0304307689502472	0.0015757647173868117	0.01226248851151605
RLTR6_FL313	0.05865829625332949	0.07730165602456646	0.060681437900741944	0.0764628696816202	0.0015033746662609585	0.05492152690530381
RLTR6_FL169	0.0	0.0	0.0	0.0	0.0	0.0
RLTR6_FL42	0.0	0.0	0.0	0.0	0.0	0.0
RLTR6_FL230	0.0	0.0	0.0	0.0	0.0	0.0
RLTR6_FL187	0.0	0.0	0.0	0.0	0.0	0.0
RLTR6_FL258	0.0	0.0	0.0	0.0	0.0	0.0
RLTR6_FL199	0.11324170641489575	0.20225125738217373	0.10367801215224295	0.211015505544222	-0.0008770153511422862	0.12586189322847843
MMVL30_FL96	3.3645368931653614	3.7291444980505335	3.3476400336875924	3.7355929266092485	-0.0018636312513700326	2.8350101440522737
RLTR6_FL260	3.3645368931653614	3.7291444980505335	3.3476400336875924	3.7355929266092485	-0.0018636312513700326	2.8350101440522737
RLTR6_FL2	0.05986974647127254	0.07294609485965022	0.07749455248536416	0.05294237549081676	-0.0030328453012980943	0.05204398480116111
RLTR6_FL312	0.05862470043646046	0.07153860124578318	0.027120887551556096	0.1005613148363906	-0.0031706962076567423	0.05093496157250671
RLTR6_FL319	0.10798108305326642	0.06405923502299757	0.08337298946841253	0.0856880102369453	-0.0036719898679266963	0.06748586558273902
RLTR6_FL159	0.02529462591040558	0.08806398873334541	0.06064840700420631	0.04883552961139711	-0.005029581996025399	0.0435625938526658
RLTR6_FL298	0.03286334930914448	0.06428762904462024	0.049651407210676034	0.040918985323223356	-0.00867917394572882	0.035808439388387056
RLTR6_FL143	0.1504282223842744	0.08238089001755759	0.10390797272769602	0.11985543076963934	-0.010624769491794195	0.08918954928147463
RLTR6_FL156	0.038508870799392664	0.0635969379958067	0.062125848967637586	0.03059468071609533	-0.012338268337413203	0.036497614028303815
RLTR6_FL198	0.05939228845085919	0.015974407680172383	0.03533515111573576	0.0305496320293297	-0.01277719911977209	0.02569485603126499
RLTR6_FL253	0.027719051943462022	0.020091356879913928	0.016510827534430606	0.021248247407748035	-0.013906150748844697	0.014332666603341978
RLTR6_FL315	0.014283171865029287	0.011626628269933239	0.009167312363540158	0.006343905620495607	-0.014697715484675924	0.005344660526864472
RLTR6_FL316	0.014283171865029287	0.04811684940520847	0.02044062891870441	0.031085137540428475	-0.014842878555423652	0.019816581834789397
RLTR6_FL158	0.043882819460590985	0.04988369183622446	0.010443914973687197	0.07085066508142236	-0.016545181770046356	0.03170318191637573
RLTR6_FL145	0.11119653277310419	0.023711913235509967	0.07225124049544968	0.04665321729544421	-0.0204890676346395	0.046664767232973706
RLTR6_FL168	0.010803629288846196	0.09935408173183764	0.05346394718661574	0.04058198103522301	-0.021091339043667546	0.036622460039771
